,Duration_Min,Price
7923,85,5678
8155,395,15554
9891,155,5613
9350,165,6961
4799,1530,14714
6840,1035,13817
3143,90,4995
9151,1730,13381
8330,85,4995
3422,640,7005
2166,165,5176
1269,135,3597
2949,1275,10441
5762,910,11507
1335,1775,15129
3880,160,3311
6722,585,13731
2738,1105,12373
7976,1560,12760
194,135,3543
8673,765,7480
2557,1615,15129
1788,195,5000
4755,1155,13044
8551,455,9103
593,455,9211
361,1265,14594
5316,155,4878
7462,425,14441
7571,1210,11642
5222,740,10844
2274,635,6442
5116,400,10844
2266,1100,13243
2513,550,12557
5070,1595,10844
771,155,4107
3677,155,4878
13,730,9663
5176,570,6416
6036,480,12395
9228,170,5228
3208,1325,9296
4714,1790,13376
120,160,3971
4157,1355,10262
4229,745,8366
2084,1455,22270
827,1210,15554
3168,170,8033
2382,85,1965
9357,175,4823
7824,685,13626
4873,1125,15129
4757,280,7476
8154,265,3574
8141,150,4096
4587,185,6304
8030,810,11507
3142,705,7258
10231,165,7591
622,1155,10246
4066,170,5740
1680,1325,13067
2654,140,7295
9004,150,5195
1030,520,7155
3828,315,6582
2635,740,16736
3172,1125,13014
9075,1375,13292
8322,160,4148
7922,155,4462
3438,1730,10703
4689,565,15629
5606,85,4784
8955,315,5583
898,155,4174
9640,390,10037
7408,1375,15129
2804,990,9678
1922,635,14871
4051,795,7174
2924,730,16736
3834,140,5277
2647,1145,12898
4539,485,8367
358,185,8016
5436,1440,17024
5389,1365,11543
3723,845,11573
998,90,4995
9997,155,4804
2332,185,7229
8103,1280,12767
6718,480,8073
6304,780,13727
6501,835,15419
6767,300,6542
3955,585,11622
3730,1195,9416
9104,1775,15339
10408,1595,9653
2006,90,3175
8043,165,7591
191,380,6412
893,745,12898
8904,1420,22270
2132,750,13994
2451,150,3841
2763,810,13029
9741,500,12173
9492,140,3597
2277,1030,10573
3137,155,3873
8392,175,4823
256,660,14714
4646,195,5000
7640,805,14960
1062,1390,12819
6977,1465,12347
5242,155,5618
1832,1345,10031
9839,435,9923
7699,805,7832
5133,155,5224
471,160,7923
4998,1280,20800
9783,90,2754
759,1625,9345
3090,220,4226
3415,520,14781
7304,170,4991
4947,420,13587
3769,465,11678
7252,155,4174
9566,690,13377
4486,465,7563
5460,615,11789
5718,160,3625
5335,1365,14151
4987,2070,15812
9382,590,14571
5811,140,6297
1631,830,13376
652,395,6017
2147,1095,14300
7597,315,7228
8854,900,7005
4431,150,4174
9631,1500,9314
7180,145,3841
2088,330,10844
7977,1125,10368
2313,170,3943
8254,155,6565
3808,425,15136
5885,1775,15129
9647,780,7408
4924,955,5192
919,855,8620
2579,780,6883
3619,630,13377
10294,465,14762
7219,180,7229
5824,175,4544
7770,150,3807
4402,80,2050
9856,575,6979
3784,590,13626
1249,750,6416
3992,175,4823
2850,1760,16704
2660,170,4885
7458,140,11982
10464,545,7905
7284,1405,11134
8364,585,12681
3794,535,8366
5888,710,15867
7233,315,5583
3022,585,11622
10069,765,12324
3745,765,7682
8243,140,7295
2236,915,11050
710,770,12312
3999,85,1759
9910,170,3971
9396,1395,9412
1129,705,9100
5433,700,16736
3566,810,8542
10193,170,6144
7366,1690,10844
9380,395,10262
9539,180,8016
2950,95,2227
1012,555,8018
841,165,4804
6277,975,6628
9915,1235,10262
2112,450,7198
6446,1545,7064
7271,175,4823
4513,845,10678
6531,155,4880
5683,615,9794
3163,380,7317
1441,600,12192
1613,540,5135
5699,195,9564
10502,440,21219
4870,140,3384
6335,1720,10844
3866,485,6315
3450,735,7740
316,1225,10262
3917,810,7191
2997,750,6838
3145,1665,6590
879,810,15147
3678,160,3573
5818,450,15078
7441,1580,10975
330,165,4239
4893,140,3384
1673,450,9663
8079,805,14960
3578,890,7832
5974,180,5769
1498,165,4423
4128,1430,10844
9048,450,12373
6638,140,7298
8133,180,4544
9298,825,10236
8515,165,3383
6935,1610,5963
2417,155,5198
1438,810,13817
1981,1500,9314
1407,545,6916
9556,1185,15170
6314,80,2050
4759,455,10261
1010,1545,14483
1333,1375,13292
5237,175,4423
8495,665,13364
3336,660,16289
2049,1430,8586
1848,175,14306
6409,165,3419
10456,155,4804
10452,90,2754
3768,940,12898
2925,1295,10262
5028,175,4423
3128,845,9103
7909,180,3502
5704,155,4148
9596,1595,12704
6408,1005,14151
2788,725,17261
9645,1125,13014
3683,140,3873
5663,965,8784
5236,520,9794
7052,180,4544
3313,345,14781
7965,90,8040
8710,135,10810
2107,1455,17996
4542,665,12327
10156,315,4859
4868,875,11038
9609,810,12819
9347,965,9922
5629,90,5678
1427,1365,14815
6651,575,6416
3440,175,4823
4527,515,6674
10176,180,7229
2922,1495,10844
10302,805,12767
6973,1170,10844
7938,180,3502
749,810,10368
6785,775,8529
83,575,5894
10171,560,13014
5622,175,4319
4224,610,10877
2523,135,3597
8188,90,2754
1431,1375,13941
6278,345,8025
1852,1615,10368
2558,170,3419
6630,395,14151
6287,735,6377
4307,180,6934
4500,1745,14151
522,300,12898
5641,570,13587
9098,955,11458
2295,600,15554
10035,1320,13376
1301,425,14781
111,175,5780
8726,1305,12287
1371,170,5228
8098,90,1965
8651,1660,11262
10133,1390,11150
7427,145,4332
5803,1380,9254
4726,1470,11942
3012,1405,10394
6828,1655,10262
10485,460,10678
856,90,5678
3321,1015,7438
6616,635,10844
2183,810,10208
469,570,6316
3146,940,10262
6673,980,11087
7513,1395,12898
10034,310,6373
10484,505,12384
5528,550,11297
4844,380,5583
2030,455,14189
4767,320,4744
7114,1470,11732
9285,170,4282
6955,400,14871
3401,1625,10991
7658,170,3943
4210,1495,9663
6015,640,6480
4708,705,12681
6491,355,6195
353,170,4591
2500,145,3873
107,870,7574
9619,490,7005
3551,690,10877
5732,165,8028
6619,875,12513
4216,85,17501
3469,180,6478
8840,520,15764
4460,340,6853
3533,155,4804
8,1530,11087
1644,155,4384
8328,485,5822
872,610,12898
4994,1610,14053
3073,515,6442
2673,305,5054
4119,440,18804
6600,965,7927
2752,135,3687
1849,1485,7064
9872,520,11264
7994,140,4326
9113,795,8907
446,1495,7064
4045,1475,5521
8071,150,4804
628,1385,5406
3240,1730,13591
8830,780,15078
629,170,5228
3642,800,9663
5421,170,5403
2748,165,4878
9860,140,5277
8228,1100,10178
7359,1620,12609
10349,500,5883
1524,465,7530
10311,1485,12488
2029,840,7408
6056,1530,14714
6123,220,5162
9726,435,19225
5097,1100,13033
10246,1425,6982
10497,1025,11733
9226,1005,5177
4332,465,9021
7868,1410,10178
9204,165,4148
9209,565,8378
2235,220,4226
55,975,14231
6259,755,7787
1261,330,9330
2327,570,7845
340,1520,10953
5226,175,3419
9527,880,6610
3826,600,14714
10261,170,3943
10419,1485,10262
5823,830,10919
3534,1420,8372
1325,460,10678
8758,190,12411
7018,310,22794
6114,1545,15113
482,140,6482
1279,1270,12898
8764,900,13759
475,180,7229
10490,160,5613
1810,165,4030
3650,310,7280
5568,165,6121
2969,665,10844
671,715,15554
9236,1375,13029
7011,170,6961
5517,145,3873
8763,1045,12723
187,155,4804
8937,180,8016
8654,185,6144
5573,375,8586
7119,90,5755
1128,140,3597
2471,150,3873
5898,290,7060
8549,465,13378
9167,185,4729
7290,1795,8534
5608,135,3687
4691,745,16289
9616,870,6152
1204,490,6938
7638,435,13377
6717,375,10203
236,175,8855
7598,540,7038
10124,505,15318
6075,85,5678
8396,1480,14151
3520,330,10262
7530,800,9899
8375,775,10844
3523,835,16294
7415,765,15237
8378,455,7514
122,845,9663
7198,1080,9314
1444,90,3175
1928,1180,8603
7160,550,12242
3238,975,8610
468,925,8669
4390,140,5277
8008,170,4823
8715,1120,13067
6229,750,6838
6118,480,7192
3780,600,10197
418,475,10844
3257,175,4632
1702,955,7258
4914,180,7229
7773,180,4823
950,170,5126
8534,1295,12692
5960,180,7229
9796,190,6216
909,150,5530
9672,380,6704
10168,155,3841
2265,550,9134
8224,195,9564
3041,565,9646
10221,665,14178
7010,1285,13067
5532,1400,10844
10507,900,16704
7454,345,9319
9813,575,13067
1137,600,12717
2823,1570,6017
4088,480,11707
9897,715,14714
10476,1610,11222
8883,865,6853
4630,795,10786
4917,170,4729
5944,90,2017
5667,370,5842
9650,150,3873
10402,345,14571
3525,455,7038
10052,1700,6535
2374,290,5170
1417,665,6818
5659,755,9100
4271,425,14441
1065,635,6674
8113,810,15129
6091,375,19225
9637,730,12681
10134,90,4784
7993,85,4049
9371,560,6442
10022,480,7408
8805,140,3543
9467,1485,14388
4367,1820,12646
1542,550,12373
216,165,4077
5529,920,14083
7877,330,8759
8749,245,5746
1602,170,4483
9081,140,5277
3443,630,9205
4065,1900,14143
630,1325,12898
3003,615,9929
6338,675,9929
3622,300,6069
5005,1430,10844
9591,1165,12373
6021,685,10844
903,155,4508
4749,940,10262
3693,165,3943
9769,500,5684
1842,145,3873
6512,535,8366
7369,750,13377
4309,660,8085
6709,1125,10368
64,135,3687
2066,150,4174
8168,165,3419
9986,155,5618
7346,870,8066
1505,505,14871
10018,650,12767
4312,540,14714
6847,500,13223
4926,800,12384
9927,140,3850
6623,475,14781
5288,1410,8236
9431,135,9340
9768,800,14781
97,180,6478
1894,395,9794
6228,540,15554
5415,180,4544
3464,1275,10231
8978,90,4049
3772,610,13555
460,165,7648
6080,510,11421
2007,660,7408
8349,90,2754
3183,150,5510
267,900,13502
5408,345,10844
2873,1640,7480
2971,810,11150
1521,165,3943
679,135,3670
817,165,4544
4838,295,4259
10161,170,5694
7144,1595,5406
5178,1210,14714
35,625,5894
6378,570,14781
5399,330,14053
8548,1760,15129
1291,710,10351
1,445,7662
2399,170,6121
4584,170,4823
1752,450,8849
8775,710,5192
2761,1480,13387
673,705,14781
6354,1375,13292
2719,145,4332
7572,755,7564
9196,165,5228
9005,155,4804
6582,1415,10262
10504,1045,11411
5199,665,8849
4657,150,4174
140,495,6686
2014,80,3100
3263,660,6151
4976,1830,8607
7397,165,8016
1787,165,4777
1008,1015,12898
8607,170,7120
7990,140,5277
10247,1545,13100
10146,675,6377
1426,435,7832
1120,1025,13014
2369,720,13587
6529,955,5192
6262,175,4991
7362,1595,10262
1195,1585,11543
7135,75,2575
5487,1075,12121
6613,440,17024
3349,150,3841
9066,1570,7438
5426,660,12192
1861,460,6146
5026,930,8662
4027,280,5947
9876,1615,13014
3274,905,16666
5618,170,4823
2659,1165,14109
10037,1480,13067
7417,1495,10844
6772,180,4544
6275,295,11465
2218,865,9663
7413,220,5162
5817,140,3849
2541,1280,11087
5327,640,18260
3267,1640,8610
9041,360,10262
4492,140,3841
10516,500,11753
7149,170,4282
9914,170,3625
6683,1495,14388
3594,1630,13882
8303,400,10844
1535,90,2227
7400,175,7229
9186,1065,8452
9595,1225,12373
7636,1170,6117
7724,1555,9187
4022,570,12284
1959,475,14781
4709,390,9623
290,1335,10844
4629,170,4885
6330,825,11678
990,270,4812
5474,150,4804
2360,1570,17024
10114,135,3687
2724,1620,11491
5634,135,3597
8037,180,4030
5149,85,2227
3507,805,14960
2665,175,3625
2287,90,2754
3400,1010,10262
4746,165,5438
10000,895,7503
1559,165,3419
3379,1005,14151
2970,580,7832
4583,445,7662
6669,1010,10262
7719,190,6216
5583,605,15077
1772,170,6094
7876,185,4544
2290,780,7408
1678,1700,7452
3398,1440,8610
4441,835,6442
1313,170,4823
4495,675,8372
6556,830,17261
1581,1620,12719
852,750,12692
7874,380,5583
6758,155,7298
92,1050,13817
3381,995,17024
7814,180,6934
10390,1840,12723
1450,1185,14960
8620,1550,9555
10177,165,4990
8140,920,12140
2440,90,2647
5296,585,12042
6412,140,3847
1490,1550,11087
2390,590,14781
8558,175,3943
378,755,15603
4677,1515,11134
6818,175,3925
4798,910,14388
1774,395,16079
2469,1055,8586
8219,1430,15129
9553,630,11200
2743,665,18492
4469,180,6934
8894,745,14714
4921,1295,13292
8554,385,8610
8977,180,5198
8605,455,6805
5621,1285,14151
6587,620,18371
3698,150,3841
6895,85,3100
1036,180,6144
8385,90,2017
5377,140,3543
5455,1015,12373
3055,265,3480
3513,155,4384
4974,685,14781
430,175,5198
8888,780,13797
3243,1545,10493
8943,1540,9314
2543,170,3943
5298,135,3543
8063,1420,8140
6345,1485,5006
8925,660,15554
3996,1040,10577
5457,1125,13029
1015,1730,13381
3939,690,11264
1757,1025,10368
3316,450,13731
9408,480,13062
4933,165,4483
5835,170,3943
5224,1695,8529
2102,90,2647
7784,1535,7480
320,150,3841
9096,150,4107
2117,155,4804
3765,730,12927
8517,140,3850
2342,90,4049
4637,925,8310
4728,175,5586
577,780,9794
4769,1685,15029
3318,1520,14151
1080,330,14178
8649,1545,10844
8346,540,14714
7505,1440,7001
8906,500,5192
6296,155,4804
1401,140,5831
9233,375,11087
6984,1210,12898
6522,175,3898
6013,1720,8529
4965,1210,10262
8626,1615,10623
6426,195,7202
983,480,15078
7017,810,13014
5771,425,10844
785,295,8153
10306,150,5224
2572,1570,13067
6858,750,12121
1973,1600,13180
3181,845,13875
6830,870,8759
10252,585,13941
7390,150,3782
500,870,17024
3652,175,3919
1994,1480,14300
363,1535,8425
6213,1165,15107
2905,165,3419
7480,1695,7064
1361,150,5510
292,160,4804
6679,1535,12677
6970,140,3597
8480,1595,9653
4391,175,4823
9398,190,6216
93,800,13748
8816,1520,8425
3456,725,12324
6805,1605,7211
4147,165,4804
8947,735,9929
1712,150,4174
6174,885,10262
8794,795,8907
5904,1655,9397
4375,1425,15554
567,520,11134
3751,290,5069
7472,780,7832
2705,135,3597
3351,170,6860
10310,830,13376
8424,165,6860
4733,170,6860
3934,455,17703
6052,165,4174
6590,1295,11467
3202,1550,10844
9960,175,6860
9569,1640,7532
861,775,13941
3499,1100,12898
3372,1640,8529
8467,180,6094
938,170,6144
2135,1420,9483
8250,1005,12692
6152,610,12373
4102,590,14571
10125,610,14053
8329,805,10262
7516,600,14714
2530,1545,15113
5759,675,16754
224,1730,13591
1523,910,7670
2388,180,7229
3275,460,11098
436,520,7354
7322,135,3911
9788,1680,12898
3309,175,8016
1043,1200,16736
9283,180,7229
3609,150,3807
8560,170,6860
3105,1705,12599
8048,140,3850
4698,730,9663
5557,165,3898
3749,180,4729
7829,955,11458
6607,165,7229
10186,170,5403
5434,155,4174
6266,735,7670
5954,1295,10262
5949,460,18485
7783,1350,8366
768,175,3359
8812,750,13377
6175,165,4591
2596,1745,11467
5319,1530,10262
844,170,3943
1336,155,4435
6934,195,7202
7116,520,9794
2104,455,8266
3043,355,5281
7765,490,7670
1931,1760,15129
8005,455,7740
10173,540,10031
6131,1515,6612
464,390,7408
568,425,6600
4821,175,6205
8196,140,6297
1818,150,4107
1526,315,5351
2988,465,14848
1964,280,12295
9560,920,13033
2279,480,6104
6467,155,3873
8675,180,7229
4909,160,4804
2101,175,4823
1143,90,5678
1035,705,10844
7433,175,7229
9160,160,21730
4121,915,6916
1823,1420,10975
302,880,8146
6553,290,5170
1303,90,5678
9964,165,6144
9668,175,8016
1815,1610,7064
7323,170,4823
2447,85,4995
1962,175,4353
8318,1790,13376
773,1000,13357
9128,195,7673
7492,1225,12767
5639,155,4804
7611,180,4544
5153,90,2754
10113,1495,12681
4297,170,4823
5250,765,7690
6166,80,3100
6082,165,7229
5462,1700,7662
4727,170,4423
1466,705,10671
6560,990,11087
9062,185,7229
5916,1730,10539
8106,385,11265
9206,220,5276
4886,1745,12692
2346,155,4804
139,480,13017
1886,175,3971
338,180,7229
4356,490,7054
8842,520,6540
4815,170,3943
2616,155,4804
253,80,3173
10120,1395,10262
3892,1365,9181
10259,365,10844
2525,95,2227
7908,345,10844
8931,1625,9345
6749,135,3859
7973,160,4148
8360,180,6961
4007,1150,13584
6714,1480,12121
4398,190,6741
10281,475,14781
4817,915,6717
5801,830,13376
8415,820,8728
3158,150,3807
709,90,3175
4458,145,7295
6239,315,6582
1565,1015,15764
8623,1210,11432
9334,265,3809
3589,745,7832
733,910,13292
953,85,6092
4577,560,13014
6765,180,7229
2474,365,10844
272,1640,4487
2758,775,14388
10433,1485,12373
3512,150,3807
2881,165,3419
5796,150,3807
586,180,6144
8041,325,4744
5464,955,5192
4805,545,8891
1985,750,6416
9112,85,5678
1283,1640,9663
2849,500,11753
1193,325,5796
3853,90,4995
6957,1630,8066
4226,170,5201
6729,570,6316
7046,160,6138
10288,1660,10844
2208,1325,16079
6090,170,4591
1365,465,5797
490,315,5704
7056,720,12402
4185,895,6794
3574,615,7832
10332,180,4030
6088,610,10907
7766,475,10031
4447,310,10188
2234,175,4030
3075,480,14067
1218,590,14231
8371,1185,12173
1700,865,14714
7577,1470,14588
10169,165,4239
399,1585,10493
875,825,10262
1189,805,14960
5206,635,6442
10371,630,11200
5556,630,13727
9709,175,7229
1100,175,8016
341,625,15965
8853,550,12284
2024,615,7832
3060,150,3847
3805,375,16108
9917,675,15058
9874,330,6151
3113,435,13727
421,135,3543
2546,335,14714
5497,160,4804
9293,1220,10844
9548,465,6795
10063,80,2575
6885,1130,13292
1101,780,11789
4361,180,7229
5653,170,3943
2515,725,13817
1904,1485,10703
2535,910,7064
6834,165,5613
4531,290,5069
7508,170,4823
2303,730,12717
10074,140,3873
829,170,6961
4884,165,8016
3973,1730,13067
2972,865,8452
4768,180,7229
7691,1110,15764
3754,1595,10262
4552,1275,10861
1130,85,4050
2073,415,7006
3646,75,3100
8530,1420,14815
1451,835,6442
2863,1700,12592
1105,1045,12723
5068,165,4878
10387,575,12384
1770,195,5601
398,1620,13292
838,330,6451
797,170,5228
7315,85,5678
2063,165,5615
2230,745,12173
3220,90,4050
5062,840,13067
4172,420,13587
3409,315,4649
5554,660,10262
5760,160,6565
1334,345,6386
4851,180,4823
65,625,5894
4273,810,9483
1747,85,4050
4214,1545,13941
7841,1170,6117
1158,1300,13376
4122,80,3100
3051,765,8452
525,920,13873
4628,90,2017
2741,395,15029
8129,980,11134
1109,165,4148
6465,450,13941
1674,155,3841
4760,840,14151
7592,810,13014
3229,905,8366
10377,340,11134
8991,180,8016
6552,895,6442
5317,1295,11507
1742,170,4284
6053,515,7738
332,175,3971
8362,170,4777
6667,155,4488
7345,390,7670
3101,565,16294
598,770,6955
1641,330,16289
3579,160,12123
4014,940,6674
3154,85,2227
6530,170,4591
8510,135,3597
5555,90,2754
9985,645,8937
1415,1210,16079
4835,630,15078
4572,175,4823
228,1540,14641
7172,1540,8529
4722,170,4777
498,1280,12373
4103,600,10675
6073,580,15135
902,855,12681
6109,635,8075
2749,760,16736
8341,180,7229
6384,90,5678
2365,155,4878
8091,1275,10441
5020,1105,10262
1237,1295,12898
892,620,10262
3286,825,12373
9338,1345,12534
6477,75,3100
1219,85,2754
949,155,3841
10384,330,4864
6279,470,6152
78,1145,10262
2576,165,5613
8387,90,1965
2682,590,10676
5244,930,9508
4234,155,4804
9395,370,4563
6113,1015,10262
4347,615,12524
7439,170,6144
4217,1155,8529
8014,1420,10975
9430,355,11532
2016,435,11316
9841,135,4667
8143,560,6007
7502,480,14871
9940,95,2227
912,455,17234
9557,895,6442
6511,1630,13169
8353,615,10454
1281,145,4174
3626,925,8669
6778,80,3100
4911,1515,7662
2307,90,2071
2118,285,10231
5007,800,13626
4931,90,3210
6254,90,3175
3584,1010,10262
3641,330,16079
6766,295,5397
1241,860,6093
5185,1180,9706
2977,800,14571
158,1570,17024
1708,1560,5626
2425,1415,12347
5032,590,9941
5208,140,3597
8717,795,10203
2862,925,13355
6756,675,13378
1250,135,3739
5643,145,7295
1108,190,6216
10239,180,6961
8669,185,4544
5050,720,7933
3155,180,4544
5856,315,17524
283,480,7308
9358,170,4483
6849,910,6795
3245,140,3873
10076,735,10844
1978,1005,10262
9332,140,7295
1792,170,3943
2482,1350,8366
754,90,2753
2094,840,12121
3779,1325,9296
6527,750,13377
7321,155,5618
10214,1620,10262
2005,455,7038
8553,190,6216
6315,865,12127
2475,795,11134
7933,540,13759
9100,1585,10844
8097,620,12373
3982,925,9719
8276,165,4804
9661,395,13259
9168,640,17261
3888,135,7082
2644,90,2754
5668,90,2228
904,1325,10262
3459,940,6442
7987,90,8040
1725,775,11841
8982,1615,13014
6147,610,11087
3814,1485,16079
3713,1610,9663
967,135,4667
8739,180,7229
9415,180,4823
7602,170,4483
2046,1730,9314
8368,690,9315
4499,310,12214
333,955,5192
50,195,7202
7803,955,5320
7734,145,4332
7831,90,3342
2552,690,13727
4654,650,12242
9984,1285,10844
2022,1680,10262
1208,180,4544
5359,1415,12898
1151,865,8052
9,470,8625
2814,690,11789
1707,180,8016
9868,90,4160
3323,625,6853
4127,740,18228
5710,1335,13759
5167,170,3898
10430,570,6628
5962,1300,13376
6092,1315,9663
4812,160,4622
1896,880,15129
4473,795,8266
3444,335,15554
7898,1640,12677
8653,175,4544
6219,165,7171
3806,630,13377
4414,80,3100
5907,600,8099
1672,1775,12819
9686,1640,9135
10403,140,3841
6271,175,7229
3635,150,4804
427,160,5403
7869,140,7718
2536,685,10844
6624,1655,12373
8512,860,14871
546,1110,19828
9246,1320,10919
4358,560,13029
4350,425,13344
2533,740,10844
6657,140,11982
3960,900,16704
4762,1105,14714
7603,180,5769
171,690,14676
5272,465,15077
1539,155,3332
8305,985,6987
1482,425,9585
1906,90,2754
8577,170,3943
2734,585,7757
9227,485,15135
1900,940,6442
693,1760,16704
4679,1705,14300
9827,625,12284
4902,155,3807
8158,95,2227
6211,1615,11118
6866,165,4804
10219,175,7222
2096,760,12284
7883,1425,17261
6811,160,4668
8723,550,10037
4877,175,4823
8381,1455,8792
5514,1295,11467
10399,170,4668
541,940,10262
4068,1730,13591
9541,365,22270
10428,270,5158
8344,720,13727
10416,615,6795
2678,520,9794
6398,1800,11518
7474,1650,13007
10362,500,7081
2728,165,3943
882,500,5192
8225,435,8355
7840,140,5277
9747,665,6171
1970,725,13555
3288,1640,7480
6910,140,3841
10458,1195,9483
1516,315,4649
1171,755,7787
7051,170,6121
7254,90,2754
1446,1425,16079
7129,1410,12856
7737,1480,15407
6732,150,5644
2838,150,3782
7288,690,8066
1329,1400,10844
3757,255,16172
10357,620,5177
10335,165,5613
75,165,7240
6779,155,3873
826,85,12475
9202,510,8283
10178,355,5752
9155,150,5989
8625,1830,9626
2750,435,9630
5562,545,9736
6761,490,16162
3783,155,6297
8999,1225,10262
2387,1620,16079
2462,170,4823
1622,730,13378
10300,405,12284
8791,1430,15129
10111,155,4462
945,305,9476
8340,170,3383
5852,90,1965
4938,80,2017
7457,180,7229
8606,175,3419
4566,1125,13029
9935,875,9663
9858,270,4760
2872,900,13677
1115,360,14714
7112,535,15129
4218,930,8073
5688,965,7064
7425,1530,10262
225,170,3943
9343,570,7832
6899,1275,10441
1856,560,7485
8728,90,4995
6773,150,4960
5375,300,5073
7173,1410,10651
845,1165,15422
572,660,14714
6452,395,16079
9097,1545,11911
7543,615,7670
3179,365,14781
3232,155,3841
3672,335,16079
6577,175,7303
154,1415,10697
476,315,6297
6397,160,4423
3710,175,4030
4087,90,4784
6225,135,6627
3087,175,4823
3951,295,4957
5786,840,7618
4374,835,10546
4622,975,7503
6695,160,4174
10303,170,4668
10474,1475,14053
1087,655,10262
8370,305,14815
4478,925,10262
1099,985,14871
5504,575,9264
9854,155,4145
6626,760,9134
3237,1665,21375
647,90,1965
6777,80,3100
7964,1180,9968
918,175,7229
7128,180,4990
207,570,10844
9699,170,6144
5308,895,8330
9597,1515,6612
7497,765,9646
7239,1375,10368
9829,630,9627
8861,1125,10368
3936,445,5562
3739,1655,8505
9889,85,3175
4393,140,3543
5586,1655,10262
4623,890,6117
5687,395,14714
4538,180,4544
9757,165,4239
8821,150,3847
5234,255,17327
1597,175,7229
9463,780,13937
7567,1685,12692
10284,295,4957
9213,140,3543
9489,1730,13067
6470,845,6104
8557,780,7618
6227,155,4804
6653,170,3943
3416,850,10844
1836,1595,12373
7469,1610,11222
2453,170,5403
3029,600,10262
167,550,6540
6104,180,6860
10056,1005,9314
47,135,4667
6297,170,3943
8568,505,11467
4493,630,11200
1507,490,6938
8123,1600,12515
2612,155,4174
7943,1995,8834
9571,520,9663
5365,1595,9443
2221,175,4823
5690,590,14781
986,395,13677
423,155,11793
5994,795,17057
1434,165,8016
6628,90,4575
5902,90,2017
10150,1440,6528
6215,455,5171
2286,175,4823
7834,165,4441
2114,180,3943
5200,685,9899
1782,1530,12373
4898,270,4760
2050,170,6094
7836,330,13912
1350,380,6412
8619,1655,10844
9893,590,14571
3084,535,8476
3921,75,3100
9630,840,7618
1737,175,7229
9743,690,10529
8245,170,5694
3887,1610,14178
6944,435,19225
5612,1490,11071
8802,795,10203
4130,175,11690
6341,1475,7832
10501,1285,11087
8535,385,9646
1468,910,9021
8621,970,8839
8574,1580,12599
564,1570,14151
9010,340,9134
9577,800,13817
3778,550,14714
4170,865,9187
855,185,4939
309,1620,14714
1780,175,4823
4378,605,8601
8610,1285,12121
5363,305,5073
3306,1735,8728
547,135,3739
8427,1305,8665
2477,155,4174
7599,1545,7064
10141,150,4804
2581,865,8714
5254,745,10203
5776,1140,11546
3976,170,5176
720,435,7681
4387,825,10262
2931,1410,11701
540,85,4392
465,330,13774
2232,1665,16057
5132,960,9663
8693,1560,12395
8911,560,10368
1047,195,5406
9381,425,10844
7998,885,10262
2315,800,12646
7016,625,6451
10159,90,2754
60,745,8366
5695,890,14388
4849,175,4990
5285,1500,12395
3536,1275,11228
6622,655,5963
327,340,6197
3564,455,9316
7161,165,4148
6148,650,11667
6539,505,12692
3215,1420,7090
615,175,3971
535,280,5699
4624,590,17024
4828,450,15554
10334,1010,9663
8386,170,3383
2650,1660,9920
908,135,3687
581,775,12446
8251,155,4804
5792,915,18387
4291,1655,8452
1263,490,7005
172,570,13587
8641,165,4483
2822,750,14676
4476,1530,10262
3457,150,3841
2870,1490,14431
6665,555,10976
924,830,5797
6846,155,4804
5109,540,5281
5379,1180,10966
3453,1640,12681
5269,175,3971
5658,90,1965
6693,150,4409
3495,145,3841
5737,630,10051
8761,665,13576
9191,540,10262
2690,715,12239
8259,580,6117
1430,170,4284
1760,520,6643
5445,315,22270
1000,1185,14960
6658,1025,10844
7750,140,7295
4174,90,4049
604,1215,6745
1239,175,3898
8921,85,4049
415,510,15411
49,1195,11150
3021,860,8784
2810,500,5684
5078,460,8882
1164,155,4804
1779,520,10262
7158,705,8991
738,165,4483
7696,180,5769
9203,135,3543
4682,170,5469
595,705,10786
1811,1730,13381
812,1760,15129
10325,145,6297
3118,1200,13217
5859,715,10573
5263,1620,10577
8038,485,17057
6026,150,4174
3694,1575,10844
3096,2040,12347
4316,390,7198
9169,1200,13941
5161,1665,17024
6606,180,5769
10296,90,2227
5011,180,6478
7736,155,4804
2013,755,8285
8638,425,6171
8395,90,13999
774,380,6938
3383,470,15147
4401,395,15288
3552,170,4591
9217,515,6442
439,320,6347
713,240,4226
4550,920,6513
223,1375,13014
7253,90,2754
3549,665,13961
9633,275,5073
9941,160,5403
8915,1350,22798
1082,170,3943
2727,150,4384
5784,310,5912
6389,175,4239
734,425,14441
5770,1450,17471
7835,135,3543
8792,775,9663
3256,85,3210
10059,155,4804
3844,1630,8066
3190,700,15136
9224,1165,14424
3378,885,11600
10405,1255,16372
8279,720,7933
6865,660,12192
2113,300,5073
3255,775,14914
8056,1375,13014
5706,1280,10262
1643,1420,10975
7618,175,3419
5315,1195,12819
5700,560,10368
357,1355,10262
4475,165,5048
530,1690,7757
4731,150,6245
10315,1210,11432
8951,570,13587
1093,1265,5092
3560,1425,12373
5861,1365,13067
3185,435,8355
7981,525,12192
2880,390,7530
7521,90,3100
7402,660,10407
6540,265,3480
9330,385,7268
3325,480,5883
5081,350,13628
9281,835,9930
7077,1015,13339
6621,140,3543
9388,1525,10031
8533,875,11201
6904,735,7485
8452,140,3384
9311,1760,11150
2337,1180,9548
4081,160,4778
5498,1210,9417
8331,170,4991
10421,175,4544
9047,610,10697
10055,1345,12102
10045,1015,10262
