,Airline,Source,Destination,Total_Stops,Month_June,Month_March,Month_May,Season_Summer,Dep_Hour_Sin,Dep_Hour_Cos,Dep_Min_Sin,Dep_Min_Cos,Day_Sin,Day_Cos,Weekday_Sin,Weekday_Cos
6262,608,1578,961,1,0,0,1,0,-0.71,0.71,-0.87,0.5,0.95,-0.31,-0.97,-0.22
7362,2852,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,-0.95,-0.31,-0.43,-0.9
1195,1257,3327,3327,4,1,0,0,1,0.97,0.26,1.0,0.0,-0.95,-0.31,-0.43,-0.9
7135,1257,526,526,1,0,1,0,0,-0.97,0.26,0.0,-1.0,0.59,-0.81,-0.0,1.0
5487,2852,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,0.59,0.81,0.43,-0.9
6613,2852,3327,3327,2,0,1,0,0,0.26,-0.97,0.0,-1.0,-0.59,-0.81,0.43,-0.9
3349,608,2155,2155,1,1,0,0,1,-0.97,-0.26,-0.87,0.5,-0.95,-0.31,-0.43,-0.9
9066,2852,3327,3327,2,0,1,0,0,0.5,0.87,1.0,0.0,0.59,0.81,-0.43,-0.9
5426,872,3327,3327,2,1,0,0,1,0.87,-0.5,0.0,1.0,0.0,-1.0,-0.78,0.62
1861,141,3327,3327,2,0,0,0,0,0.97,0.26,-0.5,-0.87,0.59,0.81,-0.0,1.0
5026,359,2155,2155,2,0,0,1,0,0.97,-0.26,-0.87,0.5,0.95,0.31,-0.0,1.0
4027,1553,3327,3327,2,0,1,0,0,-0.71,0.71,0.5,-0.87,0.59,0.81,-0.43,-0.9
9876,2852,3327,3327,3,1,0,0,1,0.71,-0.71,0.87,-0.5,0.95,-0.31,0.78,0.62
3274,1257,526,526,2,0,1,0,0,1.0,0.0,-0.87,0.5,-0.59,-0.81,0.43,-0.9
5618,1553,1578,961,1,1,0,0,1,0.87,-0.5,0.0,-1.0,0.59,0.81,-0.78,0.62
2659,1257,2155,2155,3,0,0,1,0,0.5,-0.87,0.0,1.0,-0.95,0.31,-0.78,0.62
10037,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.5,0.87,-0.59,-0.81,0.78,0.62
7417,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,-0.95,0.31,-0.78,0.62
6772,2852,1578,961,1,0,0,0,0,0.87,-0.5,-0.87,-0.5,0.95,-0.31,0.43,-0.9
6275,1553,2155,2155,2,0,0,1,0,0.71,-0.71,-0.87,-0.5,-0.59,0.81,-0.43,-0.9
2218,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.0,-1.0,0.43,-0.9
7413,233,2155,2155,2,0,0,1,0,1.0,0.0,0.87,0.5,0.95,0.31,-0.0,1.0
5817,608,2155,2155,1,0,1,0,0,-0.5,0.87,-0.87,-0.5,-0.59,-0.81,0.43,-0.9
2541,2852,1578,617,2,0,1,0,0,0.26,-0.97,0.87,-0.5,-0.95,0.31,0.78,0.62
5327,872,3327,3327,2,0,1,0,0,0.5,0.87,1.0,0.0,-0.59,0.81,-0.78,0.62
3267,359,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,0.0,-1.0,0.43,-0.9
9041,2852,3327,3327,2,1,0,0,1,-0.26,-0.97,0.0,1.0,-0.59,-0.81,-0.43,-0.9
4492,608,2155,2155,1,0,0,0,0,-0.5,0.87,-0.87,-0.5,-0.95,0.31,-0.43,-0.9
10516,1257,3327,3327,3,0,0,1,0,0.5,-0.87,-0.5,-0.87,-0.59,0.81,-0.43,-0.9
7149,233,1578,961,1,0,0,1,0,0.87,0.5,-0.5,-0.87,-0.59,0.81,-0.43,-0.9
9914,608,1578,961,1,1,0,0,1,0.71,-0.71,0.0,-1.0,0.59,0.81,-0.97,-0.22
6683,2852,2155,2155,2,0,0,1,0,0.87,-0.5,0.5,0.87,-0.95,0.31,-0.78,0.62
3594,2852,3327,3327,3,1,0,0,1,0.71,-0.71,0.5,0.87,0.95,0.31,0.43,-0.9
8303,2852,2155,2155,2,1,0,0,1,-0.5,-0.87,0.5,-0.87,-0.59,0.81,-0.0,1.0
1535,1553,526,526,1,0,0,1,0,-0.71,0.71,-0.87,-0.5,0.95,0.31,-0.0,1.0
7400,2852,1578,961,1,0,0,1,0,0.26,-0.97,-0.87,0.5,-0.59,0.81,-0.43,-0.9
9186,359,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,-0.59,0.81,-0.43,-0.9
9595,2852,3327,3327,2,0,0,1,0,0.87,-0.5,0.0,1.0,-0.59,0.81,-0.43,-0.9
7636,1257,2155,2155,3,0,0,1,0,0.71,-0.71,-0.87,0.5,-0.59,-0.81,0.78,0.62
7724,359,2155,2155,2,0,0,1,0,0.97,-0.26,-0.87,0.5,-0.59,0.81,-0.43,-0.9
4022,2852,1578,617,2,0,1,0,0,0.97,0.26,-1.0,-0.0,-0.95,0.31,0.78,0.62
1959,2852,2155,2155,2,0,0,1,0,0.87,-0.5,0.5,0.87,-0.59,-0.81,0.78,0.62
4709,2852,1578,617,2,0,1,0,0,0.97,0.26,0.87,0.5,0.0,-1.0,-0.97,-0.22
290,2852,2155,2155,2,1,0,0,1,-0.87,0.5,0.0,1.0,-0.59,-0.81,-0.43,-0.9
4629,608,1578,961,1,1,0,0,1,0.71,-0.71,0.0,-1.0,0.0,-1.0,-0.78,0.62
6330,1257,526,526,2,0,1,0,0,0.5,-0.87,0.0,1.0,-0.59,-0.81,0.43,-0.9
990,608,3327,3327,2,1,0,0,1,0.87,-0.5,-1.0,-0.0,-0.95,-0.31,-0.43,-0.9
5474,1553,2155,2155,1,1,0,0,1,-0.71,-0.71,1.0,0.0,0.95,-0.31,0.78,0.62
2360,2852,3327,3327,2,0,1,0,0,0.5,0.87,1.0,0.0,0.95,-0.31,-0.0,1.0
10114,359,301,301,1,1,0,0,1,0.97,-0.26,0.5,-0.87,0.95,-0.31,0.78,0.62
2724,1257,2155,2155,3,0,1,0,0,0.97,-0.26,0.0,1.0,0.59,-0.81,-0.0,1.0
5634,608,301,301,1,1,0,0,1,0.87,-0.5,-0.87,-0.5,0.0,-1.0,-0.78,0.62
8037,2852,1578,961,1,0,0,1,0,0.97,-0.26,-0.87,0.5,0.59,0.81,0.97,-0.22
5149,1553,526,526,1,0,1,0,0,-0.71,0.71,-0.87,-0.5,-0.95,0.31,0.78,0.62
3507,1257,2155,2155,4,0,0,1,0,0.71,-0.71,0.87,0.5,0.59,0.81,0.97,-0.22
2665,608,1578,961,1,0,0,0,0,-0.71,0.71,-0.87,0.5,0.59,0.81,0.78,0.62
2287,1553,526,526,1,1,0,0,1,-0.97,0.26,0.5,-0.87,-0.95,0.31,0.97,-0.22
3400,2852,3327,3327,2,1,0,0,1,-0.97,0.26,-1.0,-0.0,-0.95,-0.31,-0.43,-0.9
4746,1257,1578,961,1,0,0,0,0,-0.97,-0.26,0.0,1.0,0.59,0.81,-0.0,1.0
10000,1553,3327,3327,2,0,0,1,0,0.5,-0.87,-0.5,0.87,-0.95,0.31,-0.78,0.62
1559,1553,1578,961,1,0,0,1,0,0.26,0.97,0.0,-1.0,-0.59,0.81,-0.43,-0.9
3379,2852,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,0.95,0.31,-0.0,1.0
2970,2852,1578,617,2,0,1,0,0,0.26,-0.97,0.87,-0.5,0.59,0.81,-0.43,-0.9
4583,1257,2155,2155,3,1,0,0,1,0.97,0.26,0.87,0.5,0.95,0.31,0.43,-0.9
6669,2852,3327,3327,2,1,0,0,1,-0.97,0.26,-1.0,-0.0,0.59,-0.81,0.78,0.62
7719,359,3327,3327,1,1,0,0,1,1.0,0.0,0.0,1.0,-0.95,0.31,0.97,-0.22
5583,872,3327,3327,2,0,1,0,0,0.71,-0.71,-0.87,0.5,-0.59,-0.81,0.43,-0.9
1772,1257,3327,3327,1,0,0,0,0,0.97,0.26,-0.87,0.5,0.0,-1.0,0.78,0.62
7876,2852,1578,961,1,0,0,0,0,-1.0,-0.0,-0.5,-0.87,0.0,-1.0,0.78,0.62
2290,872,3327,3327,2,1,0,0,1,0.87,-0.5,0.0,1.0,-0.59,0.81,-0.0,1.0
1678,1257,2155,2155,2,0,0,1,0,-0.87,-0.5,-1.0,-0.0,0.0,-1.0,0.43,-0.9
3398,359,2155,2155,2,0,0,1,0,-0.87,0.5,-0.87,-0.5,-0.59,-0.81,0.78,0.62
4441,1553,3327,3327,2,1,0,0,1,0.87,-0.5,-0.5,0.87,-0.95,-0.31,-0.43,-0.9
1313,1553,1578,961,1,0,0,1,0,0.87,-0.5,0.0,-1.0,0.59,-0.81,-0.97,-0.22
4495,1257,3327,3327,2,0,0,1,0,0.87,-0.5,0.0,1.0,0.0,-1.0,0.43,-0.9
6556,2852,1578,617,2,0,1,0,0,-0.87,0.5,-0.5,0.87,-0.59,-0.81,0.43,-0.9
1581,2852,3327,3327,3,0,0,1,0,0.71,-0.71,-0.5,0.87,0.59,0.81,0.97,-0.22
852,2852,2155,2155,2,1,0,0,1,0.71,-0.71,-0.5,0.87,0.95,0.31,0.43,-0.9
7874,608,3327,3327,2,1,0,0,1,-0.71,-0.71,-1.0,-0.0,0.59,-0.81,0.78,0.62
6758,608,301,301,1,0,1,0,0,0.71,-0.71,0.0,-1.0,-0.59,-0.81,0.43,-0.9
92,2852,1578,617,2,0,1,0,0,-0.87,-0.5,-0.5,-0.87,0.95,0.31,0.97,-0.22
3381,2852,3327,3327,2,0,1,0,0,0.5,0.87,1.0,0.0,-0.59,-0.81,0.43,-0.9
7814,1257,3327,3327,1,1,0,0,1,-0.5,-0.87,-0.87,0.5,0.95,-0.31,0.78,0.62
10390,1257,2155,2155,3,0,0,1,0,0.97,0.26,0.87,0.5,0.59,0.81,0.43,-0.9
1450,1257,2155,2155,3,0,0,1,0,-0.87,-0.5,-1.0,-0.0,0.59,0.81,0.43,-0.9
8620,359,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,-0.95,0.31,-0.78,0.62
10177,1553,1578,961,1,0,0,0,0,1.0,0.0,0.5,-0.87,0.95,0.31,-0.97,-0.22
8140,1257,2155,2155,3,0,0,1,0,0.5,-0.87,0.0,1.0,0.95,0.31,-0.0,1.0
2440,608,526,526,1,1,0,0,1,0.97,0.26,-1.0,-0.0,-0.59,-0.81,-0.43,-0.9
5296,872,3327,3327,2,1,0,0,1,0.71,-0.71,1.0,0.0,0.59,0.81,-0.78,0.62
6412,608,2155,2155,1,0,1,0,0,-0.5,0.87,-0.87,-0.5,0.0,-1.0,-0.97,-0.22
1490,2852,1578,617,2,0,1,0,0,0.87,-0.5,-0.5,-0.87,-0.59,0.81,-0.78,0.62
2390,2852,2155,2155,2,0,0,1,0,1.0,0.0,0.0,-1.0,0.95,0.31,-0.0,1.0
8558,1553,1578,961,1,0,0,0,0,0.0,1.0,0.0,-1.0,0.59,0.81,-0.0,1.0
378,872,3327,3327,2,0,1,0,0,-0.26,-0.97,0.0,1.0,-0.59,-0.81,0.43,-0.9
4677,2852,2155,2155,2,0,1,0,0,-0.87,-0.5,-0.5,-0.87,0.59,-0.81,-0.0,1.0
6818,608,1578,617,1,0,1,0,0,0.71,-0.71,-0.5,0.87,0.59,-0.81,-0.0,1.0
4798,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.0,-1.0,0.43,-0.9
1774,2852,3327,3327,2,0,0,1,0,-0.71,0.71,0.87,0.5,-0.95,-0.31,0.78,0.62
2469,2852,2155,2155,2,0,0,1,0,-0.87,-0.5,0.0,-1.0,-0.59,0.81,-0.43,-0.9
8219,2852,3327,3327,3,0,0,1,0,-0.97,0.26,-0.87,0.5,-0.95,-0.31,0.78,0.62
9553,872,3327,3327,2,1,0,0,1,0.87,-0.5,0.0,-1.0,-0.95,-0.31,-0.43,-0.9
2743,872,3327,3327,2,0,1,0,0,0.87,-0.5,0.87,-0.5,-0.59,0.81,-0.78,0.62
4469,1257,3327,3327,1,0,0,1,0,-0.5,-0.87,-0.87,0.5,-0.95,-0.31,0.78,0.62
8894,2852,3327,3327,2,1,0,0,1,-0.87,-0.5,0.0,1.0,-0.59,-0.81,-0.43,-0.9
4921,2852,3327,3327,3,1,0,0,1,-0.71,0.71,0.5,0.87,0.95,-0.31,0.78,0.62
8554,359,2155,2155,2,0,0,0,0,-0.97,-0.26,0.0,1.0,0.59,0.81,0.78,0.62
8977,2852,1578,961,1,0,0,1,0,-0.97,0.26,0.87,0.5,-0.95,0.31,-0.78,0.62
8605,872,3327,3327,2,0,0,1,0,-0.5,-0.87,-0.5,-0.87,-0.59,0.81,-0.43,-0.9
5621,2852,2155,2155,2,1,0,0,1,-0.97,-0.26,0.0,1.0,-0.59,0.81,-0.0,1.0
6587,2852,3327,3327,2,1,0,0,1,0.5,0.87,1.0,0.0,0.59,-0.81,0.78,0.62
3698,608,2155,2155,1,0,0,0,0,-0.97,-0.26,-0.87,0.5,0.95,0.31,-0.97,-0.22
6895,1257,526,526,1,0,0,1,0,-0.71,-0.71,0.0,1.0,0.59,0.81,0.97,-0.22
1036,2852,1578,961,1,0,0,1,0,0.87,-0.5,-0.87,-0.5,-0.95,0.31,-0.78,0.62
8385,608,526,526,1,0,0,1,0,0.97,0.26,-1.0,-0.0,0.59,0.81,0.97,-0.22
5377,608,301,301,1,1,0,0,1,-0.97,-0.26,-1.0,-0.0,-0.95,-0.31,-0.43,-0.9
5455,2852,3327,3327,2,0,0,1,0,0.26,-0.97,0.0,-1.0,-0.95,0.31,-0.78,0.62
3055,1553,2155,2155,2,0,0,0,0,-0.97,0.26,-0.87,-0.5,-0.59,-0.81,-0.78,0.62
3513,233,2155,2155,1,0,1,0,0,0.5,-0.87,-0.87,-0.5,-0.59,-0.81,0.43,-0.9
4974,2852,2155,2155,2,0,0,1,0,0.87,-0.5,0.5,0.87,-0.59,-0.81,0.78,0.62
430,2852,1578,961,1,0,0,0,0,-0.71,-0.71,1.0,0.0,-0.95,0.31,-0.43,-0.9
8888,872,3327,3327,2,1,0,0,1,0.87,-0.5,0.0,1.0,0.95,0.31,0.43,-0.9
3243,1257,3327,3327,3,1,0,0,1,0.97,0.26,-0.5,-0.87,-0.59,0.81,-0.0,1.0
8943,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.5,0.87,-0.59,-0.81,0.78,0.62
2543,1553,1578,961,1,0,0,0,0,0.97,0.26,0.0,-1.0,-0.59,0.81,0.97,-0.22
5298,608,301,301,1,1,0,0,1,0.87,-0.5,-0.87,-0.5,0.59,0.81,-0.78,0.62
8063,1257,3327,3327,3,0,1,0,0,0.71,-0.71,-1.0,-0.0,0.59,0.81,-0.43,-0.9
6345,1257,2155,2155,2,0,0,0,0,-0.5,-0.87,-0.5,0.87,0.59,0.81,0.78,0.62
8925,2852,3327,3327,2,0,0,1,0,0.87,-0.5,0.0,1.0,-0.59,0.81,-0.43,-0.9
3996,2852,3327,3327,2,1,0,0,1,-0.97,0.26,1.0,0.0,-0.59,0.81,-0.0,1.0
5457,2852,3327,3327,3,0,0,1,0,0.71,-0.71,0.87,-0.5,-0.95,0.31,-0.78,0.62
1015,1257,3327,3327,3,1,0,0,1,-0.5,-0.87,0.5,0.87,0.95,0.31,0.43,-0.9
3939,872,3327,3327,2,0,0,1,0,0.97,-0.26,0.0,-1.0,-0.95,-0.31,0.78,0.62
1757,2852,3327,3327,3,1,0,0,1,-0.97,0.26,0.0,-1.0,-0.59,0.81,-0.0,1.0
3316,2852,2155,2155,2,1,0,0,1,-0.71,0.71,-0.87,0.5,-0.59,0.81,-0.0,1.0
9408,872,3327,3327,2,0,1,0,0,-0.26,-0.97,0.0,1.0,0.59,0.81,-0.43,-0.9
4933,233,1578,961,1,0,0,0,0,0.26,-0.97,-0.87,0.5,0.59,0.81,-0.0,1.0
5835,1553,1578,961,1,0,0,0,0,0.5,-0.87,-0.87,0.5,0.59,0.81,0.78,0.62
5224,2852,2155,2155,2,1,0,0,1,-0.87,-0.5,0.0,-1.0,0.95,0.31,0.43,-0.9
2102,608,526,526,1,1,0,0,1,0.97,0.26,-1.0,-0.0,-0.95,0.31,0.97,-0.22
7784,1257,3327,3327,2,1,0,0,1,0.97,0.26,1.0,0.0,0.59,0.81,-0.78,0.62
320,608,2155,2155,1,1,0,0,1,-0.5,-0.87,-0.5,-0.87,0.0,-1.0,-0.78,0.62
9096,233,2155,2155,1,0,0,1,0,-0.5,0.87,0.87,0.5,0.59,0.81,0.97,-0.22
2117,1553,2155,2155,1,1,0,0,1,-0.5,0.87,1.0,0.0,0.95,-0.31,0.78,0.62
3765,872,3327,3327,2,1,0,0,1,0.97,-0.26,0.5,-0.87,0.59,0.81,-0.78,0.62
8517,1553,301,301,1,0,0,1,0,0.97,-0.26,-0.5,-0.87,-0.59,0.81,-0.43,-0.9
2342,1553,526,526,1,1,0,0,1,1.0,0.0,0.5,0.87,0.0,-1.0,-0.78,0.62
4637,872,3327,3327,2,0,0,1,0,0.97,-0.26,0.5,-0.87,-0.59,0.81,-0.43,-0.9
4728,359,3327,3327,1,0,1,0,0,-0.5,-0.87,-0.5,-0.87,-0.95,0.31,0.78,0.62
577,872,3327,3327,2,0,0,1,0,1.0,0.0,0.0,1.0,-0.95,0.31,-0.78,0.62
4769,2852,3327,3327,2,0,1,0,0,0.0,1.0,-0.87,-0.5,-0.59,0.81,-0.78,0.62
3318,2852,2155,2155,2,0,0,1,0,0.71,-0.71,-0.5,0.87,0.0,-1.0,0.43,-0.9
1080,2852,2155,2155,2,0,0,1,0,1.0,0.0,0.0,-1.0,0.59,-0.81,-0.97,-0.22
8649,2852,2155,2155,2,0,0,1,0,-0.87,-0.5,0.0,-1.0,0.0,-1.0,0.43,-0.9
8346,2852,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,0.95,-0.31,0.78,0.62
7505,1257,2155,2155,2,0,0,1,0,-0.5,-0.87,-0.5,0.87,0.59,0.81,0.43,-0.9
8906,233,2155,2155,3,0,0,1,0,-0.71,-0.71,-0.87,0.5,0.59,-0.81,-0.97,-0.22
6296,1553,2155,2155,1,0,0,1,0,-0.71,-0.71,0.0,-1.0,0.59,-0.81,-0.97,-0.22
1401,608,2155,2155,1,0,1,0,0,-0.5,0.87,-0.87,-0.5,0.59,-0.81,-0.0,1.0
9233,2852,1578,617,2,0,1,0,0,-0.5,-0.87,0.5,-0.87,-0.95,0.31,0.78,0.62
6984,2852,3327,3327,2,0,0,1,0,-0.5,0.87,0.87,0.5,0.59,0.81,0.97,-0.22
6522,141,1578,617,1,0,1,0,0,0.26,-0.97,0.87,-0.5,0.59,-0.81,-0.0,1.0
6013,2852,2155,2155,2,1,0,0,1,-1.0,-0.0,-0.5,-0.87,0.95,0.31,0.43,-0.9
4965,2852,3327,3327,2,1,0,0,1,-0.5,0.87,0.87,0.5,-0.95,-0.31,-0.43,-0.9
8626,1257,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,-1.0,-0.95,0.31,-0.78,0.62
6426,2852,3327,3327,1,1,0,0,1,0.26,-0.97,0.0,1.0,-0.59,-0.81,-0.43,-0.9
983,872,3327,3327,2,0,0,1,0,-0.97,-0.26,0.0,-1.0,-0.59,0.81,-0.43,-0.9
7017,2852,3327,3327,3,1,0,0,1,0.97,0.26,0.0,-1.0,-0.59,-0.81,-0.43,-0.9
5771,2852,2155,2155,2,1,0,0,1,-0.87,-0.5,0.0,-1.0,-0.59,0.81,-0.0,1.0
785,1553,1578,617,2,0,1,0,0,-0.87,-0.5,-0.5,-0.87,0.59,0.81,-0.97,-0.22
10306,1553,2155,2155,1,0,0,0,0,-0.71,-0.71,1.0,0.0,0.59,0.81,-0.0,1.0
2572,2852,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,-0.59,-0.81,0.78,0.62
6858,2852,2155,2155,2,0,0,1,0,0.71,-0.71,-0.5,0.87,0.0,-1.0,0.43,-0.9
1973,2852,3327,3327,3,0,1,0,0,-0.87,-0.5,-0.87,0.5,0.59,0.81,-0.43,-0.9
3181,872,3327,3327,2,0,1,0,0,0.87,0.5,-1.0,-0.0,-0.59,-0.81,0.43,-0.9
6830,233,3327,3327,2,1,0,0,1,0.97,-0.26,-0.5,-0.87,0.95,-0.31,0.78,0.62
10252,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,-0.95,0.31,-0.78,0.62
7390,233,2155,2155,1,0,1,0,0,-0.5,0.87,0.87,0.5,0.59,0.81,-0.43,-0.9
500,2852,3327,3327,2,0,1,0,0,-0.26,-0.97,-0.5,-0.87,0.95,-0.31,-0.0,1.0
3652,608,1578,961,1,1,0,0,1,-0.71,0.71,-0.87,0.5,0.0,-1.0,-0.78,0.62
1994,2852,3327,3327,3,1,0,0,1,-1.0,-0.0,-0.87,-0.5,-0.95,-0.31,-0.43,-0.9
363,1257,3327,3327,2,0,0,1,0,0.97,0.26,1.0,0.0,0.0,-1.0,0.43,-0.9
6213,1257,2155,2155,3,0,0,1,0,0.5,-0.87,0.0,1.0,0.59,-0.81,-0.97,-0.22
2905,1553,1578,961,1,0,0,1,0,0.26,0.97,0.0,-1.0,0.59,-0.81,-0.97,-0.22
7480,2852,2155,2155,2,0,0,0,0,-0.87,-0.5,0.0,-1.0,0.59,0.81,0.78,0.62
1361,1257,2155,2155,1,0,0,0,0,-0.5,-0.87,1.0,0.0,-0.95,0.31,-0.43,-0.9
292,1553,2155,2155,1,0,0,1,0,-0.71,0.71,0.5,0.87,-0.95,0.31,-0.78,0.62
6679,1257,3327,3327,2,0,1,0,0,0.97,0.26,1.0,0.0,0.95,-0.31,-0.0,1.0
6970,1553,301,301,1,0,0,1,0,-0.97,0.26,-0.5,0.87,0.59,0.81,0.43,-0.9
8480,1257,3327,3327,3,1,0,0,1,-0.87,-0.5,0.87,-0.5,-0.95,-0.31,-0.43,-0.9
4391,1553,1578,961,1,1,0,0,1,0.97,-0.26,-0.87,0.5,-0.95,-0.31,-0.43,-0.9
9398,359,3327,3327,1,0,0,0,0,-0.5,-0.87,0.87,-0.5,-0.95,-0.31,-0.78,0.62
93,1257,3327,3327,3,0,1,0,0,0.97,0.26,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
8816,1257,1578,617,2,0,1,0,0,-0.5,0.87,0.0,1.0,-0.59,0.81,-0.78,0.62
3456,1257,2155,2155,3,0,0,1,0,0.87,-0.5,-0.87,-0.5,0.59,0.81,0.97,-0.22
6805,1257,2155,2155,2,0,0,0,0,-0.87,0.5,0.0,-1.0,0.59,0.81,0.78,0.62
4147,1553,2155,2155,1,0,0,1,0,0.71,-0.71,-0.5,0.87,-0.59,0.81,-0.43,-0.9
8947,1257,3327,3327,2,1,0,0,1,0.97,-0.26,0.0,1.0,0.0,-1.0,-0.78,0.62
1712,608,2155,2155,1,1,0,0,1,-0.97,-0.26,-0.87,0.5,-0.59,0.81,-0.0,1.0
6174,2852,3327,3327,2,1,0,0,1,-0.71,0.71,0.87,0.5,0.0,-1.0,-0.78,0.62
8794,1257,3327,3327,2,1,0,0,1,0.71,-0.71,-1.0,-0.0,-0.95,-0.31,-0.43,-0.9
5904,359,2155,2155,2,1,0,0,1,0.97,-0.26,-0.87,0.5,-0.59,0.81,-0.0,1.0
4375,2852,3327,3327,2,0,0,1,0,-0.97,0.26,1.0,0.0,-0.95,0.31,-0.78,0.62
567,2852,2155,2155,2,0,1,0,0,-0.26,-0.97,-0.5,-0.87,0.59,-0.81,-0.0,1.0
3751,1553,2155,2155,2,0,0,1,0,0.87,-0.5,-0.87,0.5,0.59,-0.81,-0.97,-0.22
7472,2852,1578,617,2,0,1,0,0,-1.0,-0.0,0.87,-0.5,0.59,0.81,-0.43,-0.9
2705,608,301,301,1,1,0,0,1,0.71,-0.71,-1.0,-0.0,-0.95,-0.31,-0.43,-0.9
3351,1553,1578,617,1,0,1,0,0,-0.26,0.97,0.0,-1.0,0.59,-0.81,-0.0,1.0
10310,2852,3327,3327,3,1,0,0,1,-0.5,-0.87,-0.5,0.87,0.0,-1.0,-0.78,0.62
8424,1553,1578,617,1,0,1,0,0,0.26,0.97,0.0,-1.0,-0.59,0.81,-0.78,0.62
4733,608,1578,617,1,0,1,0,0,0.97,0.26,-1.0,-0.0,0.95,-0.31,-0.0,1.0
3934,872,3327,3327,2,0,1,0,0,-1.0,-0.0,0.0,1.0,0.95,-0.31,-0.0,1.0
6052,1553,2155,2155,1,0,0,0,0,0.71,-0.71,-0.5,0.87,-0.59,-0.81,-0.78,0.62
6590,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.5,0.87,-0.59,-0.81,0.78,0.62
3202,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.0,-1.0,0.43,-0.9
9960,1553,1578,617,1,0,1,0,0,0.5,-0.87,0.5,-0.87,-0.59,0.81,-0.78,0.62
9569,1257,3327,3327,2,0,1,0,0,1.0,0.0,0.5,-0.87,0.59,0.81,-0.43,-0.9
861,2852,2155,2155,2,0,0,1,0,-0.71,0.71,-0.87,0.5,-0.95,0.31,-0.78,0.62
3499,2852,3327,3327,2,0,0,1,0,-1.0,-0.0,1.0,0.0,0.59,0.81,0.97,-0.22
3372,2852,2155,2155,2,1,0,0,1,-0.87,-0.5,0.0,-1.0,0.95,0.31,0.43,-0.9
8467,1257,3327,3327,1,0,0,1,0,-0.5,-0.87,-0.87,0.5,0.0,-1.0,0.43,-0.9
938,1553,1578,617,1,0,1,0,0,0.87,0.5,0.0,1.0,0.95,-0.31,-0.0,1.0
2135,2852,3327,3327,3,0,1,0,0,-0.97,0.26,-0.87,0.5,0.59,0.81,-0.43,-0.9
8250,2852,2155,2155,2,1,0,0,1,-0.97,-0.26,0.0,1.0,-0.59,-0.81,-0.43,-0.9
6152,2852,3327,3327,2,0,0,1,0,-1.0,-0.0,1.0,0.0,-0.95,0.31,-0.78,0.62
4102,2852,2155,2155,2,1,0,0,1,0.87,-0.5,0.5,0.87,-0.59,0.81,-0.0,1.0
10125,2852,3327,3327,2,0,1,0,0,-1.0,-0.0,1.0,0.0,-0.59,0.81,-0.78,0.62
8329,2852,3327,3327,2,1,0,0,1,-0.71,-0.71,0.0,1.0,-0.59,0.81,-0.0,1.0
7516,2852,3327,3327,2,1,0,0,1,0.71,-0.71,0.0,1.0,0.59,0.81,-0.78,0.62
2530,1257,3327,3327,3,0,1,0,0,0.97,0.26,-0.5,-0.87,0.95,-0.31,-0.0,1.0
5759,1257,3327,3327,2,0,1,0,0,0.87,-0.5,0.0,1.0,-0.59,0.81,-0.78,0.62
224,1257,3327,3327,3,1,0,0,1,-0.5,-0.87,0.5,0.87,-0.59,-0.81,-0.43,-0.9
1523,872,3327,3327,2,0,0,1,0,0.5,-0.87,-0.87,-0.5,-0.95,0.31,-0.78,0.62
2388,2852,1578,961,1,0,0,1,0,0.87,-0.5,-0.87,-0.5,0.59,-0.81,-0.97,-0.22
3275,872,3327,3327,2,1,0,0,1,0.87,0.5,-0.5,-0.87,0.59,0.81,-0.78,0.62
436,872,3327,3327,2,1,0,0,1,0.5,-0.87,-0.5,0.87,-0.59,-0.81,-0.43,-0.9
7322,608,301,301,1,0,0,1,0,0.87,-0.5,-0.87,-0.5,-0.59,-0.81,0.78,0.62
9788,2852,3327,3327,2,0,0,1,0,-0.71,-0.71,0.0,1.0,-0.95,-0.31,0.78,0.62
3309,2852,1578,961,1,1,0,0,1,-0.71,-0.71,1.0,0.0,-0.59,0.81,-0.0,1.0
1043,2852,1578,617,2,0,1,0,0,0.26,-0.97,0.87,-0.5,-0.59,-0.81,0.43,-0.9
9283,2852,1578,961,1,1,0,0,1,-0.97,0.26,0.87,0.5,-0.95,-0.31,-0.43,-0.9
